route,seq,name_en,name_tc,name_sc,location_en,location_tc,location_sc,lat,lng,path
2D,5,MEI YICK HOUSE SHEK KIP MEI ESTATE,石硤尾美益樓,石硖尾美益楼,"PAK TIN STREETO/S MEI YICK HOUSE, SHEK KIP MEI ESTATELP K2832-6",白田街石硤尾美益樓對出近燈柱 K2832-6,白田街石硖尾美益楼对出近灯柱 K2832-6,22.334410197,114.165060937,"[[""22.334410197"",""114.165060937""],[""22.334464503"",""114.164999032""],[""22.333406832"",""114.164025833""],[""22.33336995"",""114.16399728""],[""22.333346155"",""114.163983002""],[""22.333322361"",""114.163978244""],[""22.333302135"",""114.163985382""],[""22.333279531"",""114.164002038""],[""22.333252167"",""114.16403535""],[""22.332646975"",""114.164824536""],[""22.331837578"",""114.165830654""],[""22.331776901"",""114.165950817""],[""22.331707898"",""114.166047185""]]"
2D,6,SHEK KIP MEI COMMERCIAL CENTRE,石硤尾商場,石硖尾商场,BERWICK STREETO/S SHEK KIP MEI COMMERCIALCENTRE,巴域街石硤尾商場對出,巴域街石硖尾商场对出,22.331741168,114.166080984,"[[""22.331741168"",""114.166080984""],[""22.331707898"",""114.166047185""],[""22.331497314"",""114.166316064""],[""22.331392619"",""114.166454073""],[""22.331380722"",""114.166477868""],[""22.331374773"",""114.166496903""],[""22.331370013"",""114.166523077""],[""22.331370014"",""114.166543302""],[""22.331376968"",""114.166562505""],[""22.331391428"",""114.166592081""],[""22.332123968"",""114.167307527""],[""22.332155236"",""114.167334473""],[""22.332179031"",""114.167371356""],[""22.332189737"",""114.167402289""],[""22.332187359"",""114.167432032""],[""22.332182599"",""114.167453446""],[""22.332171892"",""114.167472482""],[""22.331848286"",""114.167881749""],[""22.331803076"",""114.167956703""]]"
2D,7,SHEK KIP MEI STATION,石硤尾站,石硖尾站,WOH CHAI STREETO/S SHUM OI CHURCHNEAR WAI CHI STREET,窩仔街深愛堂近偉智街,窝仔街深爱堂近伟智街,22.331837233,114.167987156,"[[""22.331837233"",""114.167987156""],[""22.331803076"",""114.167956703""],[""22.331715035"",""114.168087573""],[""22.331680533"",""114.168136351""],[""22.331656738"",""114.168181561""],[""22.331635324"",""114.168230341""],[""22.331615098"",""114.168287447""],[""22.331597252"",""114.168356452""],[""22.331587734"",""114.168445681""],[""22.331582975"",""114.168694335""],[""22.331585354"",""114.168797843""],[""22.331579406"",""114.169566408""]]"
2D,8,MAN LOK HOUSE,民樂樓,民乐楼,WOH CHAI STREETO/S TAI HANG SAI SUN CHUENMAN LOK HOUSE,窩仔街大坑西新民樂樓對出,窝仔街大坑西新民乐楼对出,22.331648234,114.169577872,"[[""22.331648234"",""114.169577872""],[""22.331579406"",""114.169566408""],[""22.331575836"",""114.170196965""],[""22.331585354"",""114.17035044""],[""22.331588924"",""114.17048607""],[""22.331577026"",""114.170605043""],[""22.331556802"",""114.170683564""],[""22.331519919"",""114.170810866""],[""22.331477089"",""114.170933408""],[""22.331436638"",""114.171036914""],[""22.331374772"",""114.17114756""],[""22.331275896"",""114.171277455""],[""22.331191897"",""114.171386442""],[""22.331077908"",""114.171495511""],[""22.330975843"",""114.171577513""],[""22.330593678"",""114.171839454""]]"
2D,10,TAI HANG TUNG RECREATION GROUND,大坑東遊樂場,大坑东游乐场,TAI HANG TUNG ROADNORTH OF TAT CHEE AVENUE,大坑東道達之路以北,大坑东道达之路以北,22.328209936,114.172215206,"[[""22.328209936"",""114.172215206""],[""22.32821009"",""114.172124328""],[""22.326848426"",""114.172193271""],[""22.326808587"",""114.172198092""],[""22.326777653"",""114.17220523""],[""22.326753859"",""114.172217127""],[""22.326739582"",""114.172229025""],[""22.326728874"",""114.17224687""],[""22.326718167"",""114.172278993""],[""22.326737204"",""114.172861962""],[""22.326771706"",""114.173028523""],[""22.326778843"",""114.173189137""]]"
6D,19,TONKIN STREET,東京街,东京街,UN CHAU STREETO/S HSE NO. 231,元州街門牌231號,元州街门牌231号,22.335523225,114.158984816,"[[""22.335523225"",""114.158984816""],[""22.335560054"",""114.159023624""],[""22.336102672"",""114.158335173""],[""22.3366508"",""114.157639731""],[""22.336845438"",""114.157389881""],[""22.337046741"",""114.157131477""]]"
2D,15,LANCASHIRE ROAD,蘭開夏道,兰开夏道,LA SALLE RDHSE NO. 17-21,喇沙利道門牌17-21號,喇沙利道门牌17-21号,22.329811723,114.181879982,"[[""22.329811723"",""114.181879982""],[""22.329808402"",""114.181993541""],[""22.330129629"",""114.182005438""],[""22.330155804"",""114.182014956""],[""22.330177218"",""114.182030423""],[""22.330193874"",""114.182044699""],[""22.330203393"",""114.182064925""],[""22.330211721"",""114.182092289""],[""22.330187925"",""114.182639565""],[""22.330184357"",""114.182678826""],[""22.33016889"",""114.18270262""],[""22.330151044"",""114.182722846""],[""22.330090128"",""114.182766173""],[""22.329181413"",""114.183512828""],[""22.329163567"",""114.183530673""],[""22.329144532"",""114.183554467""],[""22.329131445"",""114.183583021""],[""22.329124724"",""114.18361345""],[""22.329121928"",""114.183646078""],[""22.329093373"",""114.184770372""]]"
2D,18,NAM KOK ROAD,南角道,南角道,NGA TSIN WAI RDO/S HOUSE NO. 88,衙前圍道88號,衙前围道88号,22.328990083,114.189568212,"[[""22.328990083"",""114.189568212""],[""22.328939806"",""114.189569725""],[""22.328933949"",""114.189752964""],[""22.328924432"",""114.189918336""],[""22.328911345"",""114.19029786""],[""22.328904207"",""114.190470371""],[""22.32889112"",""114.19087131""],[""22.328875654"",""114.191365048""],[""22.328875665"",""114.191419868""],[""22.328880413"",""114.191438811""],[""22.32888993"",""114.191454279""],[""22.328902634"",""114.191466405""],[""22.328955365"",""114.191470934""],[""22.329016042"",""114.191474503""],[""22.329858371"",""114.191509006""]]"
2D,19,TAK KU LING ROAD,打鼓嶺道,打鼓岭道,TAK KU LING RDO/S HOUSE NO.69,打鼓嶺道69號,打鼓岭道69号,22.329860812,114.191436829,"[[""22.329860812"",""114.191436829""],[""22.329858371"",""114.191509006""],[""22.330319986"",""114.191531611""],[""22.330364006"",""114.191555405""],[""22.330512723"",""114.191561354""],[""22.330551983"",""114.191569682""],[""22.330573398"",""114.191582769""],[""22.330594814"",""114.191608943""],[""22.330616228"",""114.191682706""],[""22.330643593"",""114.191762419""],[""22.330674526"",""114.191826664""],[""22.330707838"",""114.19188972""],[""22.330749676"",""114.191968435""],[""22.33078636"",""114.19202059""],[""22.330814914"",""114.19206461""],[""22.330852634"",""114.192105457""],[""22.331258683"",""114.192454841""],[""22.331395503"",""114.192597609""],[""22.332117669"",""114.193241254""],[""22.33214897"",""114.193261958""],[""22.332175966"",""114.193266237""],[""22.332200949"",""114.193261479""],[""22.332225935"",""114.193240064""],[""22.332358645"",""114.193067507""],[""22.332423472"",""114.193006016""],[""22.332475129"",""114.19298296""],[""22.332526936"",""114.192965236""],[""22.332587612"",""114.192956909""],[""22.332945721"",""114.192964047""],[""22.333112283"",""114.192933113""],[""22.333671457"",""114.19294977""]]"
2D,0,TUNG TAU ESTATE BUS TERMINUS,東頭總站,东头总站,TUNG TAU ESTATE B/T,東頭巴士總站,东头巴士总站,22.333321089,114.19279616,"[[""22.333321089"",""114.19279616""],[""22.333606047"",""114.192948769""],[""22.333680999"",""114.192952338""],[""22.333838045"",""114.192998738""],[""22.334329403"",""114.193018963""],[""22.334361525"",""114.193011825""],[""22.334392623"",""114.19300352""],[""22.33443172"",""114.192983271""],[""22.334461463"",""114.192958287""],[""22.334480499"",""114.192936873""],[""22.334499535"",""114.192905939""],[""22.334523329"",""114.192803623""],[""22.334535227"",""114.192653716""],[""22.334547123"",""114.192421718""],[""22.334592334"",""114.191246265""],[""22.334592584"",""114.191207272""],[""22.334579258"",""114.191174912""],[""22.334557831"",""114.191153467""],[""22.334530468"",""114.19113324""],[""22.334498345"",""114.191120154""],[""22.334071232"",""114.19100594""]]"
2D,1,YING TUNG HOUSE,盈東樓,盈东楼,"TUNG TAU TSUEN RDNEAR YING TUNG HOUSE,TUNG TAU EST",東頭村道近東頭盈東樓,东头村道近东头盈东楼,22.334044257,114.191109047,"[[""22.334044257"",""114.191109047""],[""22.334071232"",""114.19100594""],[""22.333690518"",""114.190902434""],[""22.333652447"",""114.190892915""],[""22.333616754"",""114.190882208""],[""22.333577493"",""114.190866742""],[""22.33346209"",""114.190815582""],[""22.333443054"",""114.190809634""],[""22.333425207"",""114.190810823""],[""22.333399034"",""114.19082391""],[""22.333376428"",""114.190860792""],[""22.333286009"",""114.190977386""],[""22.333230091"",""114.191045201""],[""22.33319797"",""114.191073754""],[""22.333170606"",""114.191097548""],[""22.333142051"",""114.191124913""],[""22.333070668"",""114.191171312""],[""22.332110555"",""114.191626978""],[""22.332039171"",""114.19166624""],[""22.331984444"",""114.191701931""],[""22.331921389"",""114.191749521""],[""22.331872609"",""114.19179592""],[""22.33182621"",""114.191848268""],[""22.331511106"",""114.192235688""]]"
2D,2,TUNG TSING ROAD,東正道,东正道,TUNG TSING RDO/S PO YAN CATHOLIC PRIMARYSCHOOL,東正道溥仁學校外,东正道溥仁学校外,22.331595734,114.192283929,"[[""22.331595734"",""114.192283929""],[""22.331511106"",""114.192235688""],[""22.331359835"",""114.192433616""],[""22.331244432"",""114.192600178""],[""22.331169479"",""114.192687028""],[""22.331144494"",""114.192715583""],[""22.3311207"",""114.192734618""],[""22.331096906"",""114.192753653""],[""22.331064657"",""114.19276643""],[""22.331029091"",""114.192779827""],[""22.330987449"",""114.192786966""],[""22.330505608"",""114.192767931""],[""22.330409241"",""114.192770309""],[""22.329995215"",""114.192752463""]]"
2D,3,REGAL ORIENTAL HOTEL,富豪東方酒店,富豪东方酒店,SA PO ROADO/S REGAL ORIENTAL HOTEL,沙埔道富豪東方酒店外,沙埔道富豪东方酒店外,22.329997271,114.192798815,"[[""22.329997271"",""114.192798815""],[""22.329995215"",""114.192752463""],[""22.329543116"",""114.192735808""],[""22.329491959"",""114.192729859""],[""22.329453888"",""114.192721531""],[""22.329413437"",""114.192703685""],[""22.329363467"",""114.192673941""],[""22.329299223"",""114.192618025""],[""22.329151696"",""114.192465738""],[""22.329105297"",""114.192411012""],[""22.328997031"",""114.192242069""],[""22.328937545"",""114.192152839""],[""22.328883493"",""114.192091031""],[""22.328843556"",""114.192041005""],[""22.328819761"",""114.192006502""],[""22.328809054"",""114.191982708""],[""22.328804295"",""114.191952966""],[""22.328810683"",""114.191472401""],[""22.32886672"",""114.189995422""]]"
2D,4,NAM KOK ROAD,南角道,南角道,NGA TSIN WAI RDO/S HOUSE NO.21DNEAR L.P. K9319-1,衙前圍道21D號近燈柱K9319-1,衙前围道21D号近灯柱K9319-1,22.328812259,114.189997714,"[[""22.328812259"",""114.189997714""],[""22.32886672"",""114.189995422""],[""22.328940878"",""114.187805398""]]"
2D,5,FUK LO TSUN ROAD,福佬村道,福佬村道,NGA TSIN WAI RDO/S HOUSE NO.49NEAR L.P. K9303-1,衙前圍道49號近燈柱K9303-1,衙前围道49号近灯柱K9303-1,22.328897083,114.187808271,"[[""22.328897083"",""114.187808271""],[""22.328940856"",""114.187806086""],[""22.32904224"",""114.185007318""]]"
2D,6,COLLEGE ROAD,書院道,书院道,NGA TSIN WAI RDHSE NO. 57A,衙前圍道門牌57A號,衙前围道门牌57A号,22.328971752,114.18499578,"[[""22.328971752"",""114.18499578""],[""22.32904224"",""114.185007318""],[""22.329094588"",""114.18367958""],[""22.329100537"",""114.183636748""],[""22.329111245"",""114.183597488""],[""22.32913028"",""114.183559416""],[""22.329156454"",""114.183522534""],[""22.329201664"",""114.183473756""],[""22.330128465"",""114.182705189""],[""22.330153449"",""114.182676636""],[""22.330168915"",""114.182651652""],[""22.330176053"",""114.182618339""],[""22.330199848"",""114.1820901""],[""22.33024624"",""114.181270222""]]"
2D,8,KOWLOON TONG CLUB,九龍塘會,九龙塘会,WATERLOO RDSOUTH OF DERBY ROAD,窩打老道打比道以南,窝打老道打比道以南,22.329973776,114.178761104,"[[""22.329973776"",""114.178761104""],[""22.32966566"",""114.178725541""],[""22.329590703"",""114.178721462""],[""22.329497904"",""114.17869053""],[""22.329336101"",""114.178663165""],[""22.32920642"",""114.17864175""],[""22.328656764"",""114.17859654""],[""22.327349251"",""114.178513259""],[""22.325934661"",""114.178440686""],[""22.32590016"",""114.178427598""],[""22.325869227"",""114.178412133""],[""22.325841862"",""114.178394286""],[""22.325810929"",""114.178365732""],[""22.325789514"",""114.178328851""],[""22.325765719"",""114.178272934""],[""22.325572984"",""114.177191468""],[""22.325185131"",""114.175130855""],[""22.325149439"",""114.174840561""],[""22.325132784"",""114.1745348""],[""22.325089952"",""114.174177881""],[""22.325076866"",""114.174104117""],[""22.325073297"",""114.174026786""],[""22.325084004"",""114.173988714""],[""22.325103039"",""114.173962541""],[""22.325141111"",""114.173939936""],[""22.325172044"",""114.173932796""],[""22.325211306"",""114.173943504""],[""22.325775238"",""114.174238557""]]"
2D,9,EMBANKMENT ROAD,基堤道,基堤道,EMBANKMENT ROADNEAR LP E 9066-4,基堤道近燈柱 E 9066-4,基堤道近灯柱 E 9066-4,22.325904924,114.174203884,"[[""22.325904924"",""114.174203884""],[""22.325775238"",""114.174238557""],[""22.325797842"",""114.174250455""],[""22.325847811"",""114.174299233""],[""22.326224828"",""114.174510385""],[""22.326440296"",""114.174613322""],[""22.326466471"",""114.174613322""],[""22.326496214"",""114.174601425""],[""22.326516439"",""114.17458239""],[""22.326531906"",""114.174569302""],[""22.326541377"",""114.174548896""],[""22.326565592"",""114.174501676""],[""22.326588888"",""114.174447921""],[""22.326622895"",""114.174369448""],[""22.32669148"",""114.174188213""],[""22.326710515"",""114.174116829""],[""22.326712896"",""114.174047825""],[""22.326710515"",""114.173941938""],[""22.326703377"",""114.173825346""],[""22.326678394"",""114.173159096""],[""22.326652219"",""114.172905683""],[""22.326597491"",""114.172392909""],[""22.326595887"",""114.172295939""],[""22.326621865"",""114.172220126""],[""22.326640901"",""114.172184433""],[""22.326670899"",""114.172165416""],[""22.326762852"",""114.1721514""],[""22.32819515"",""114.172095852""]]"
2D,10,TAI HANG TUNG RECREATION GROUND,大坑東遊樂場,大坑东游乐场,TAI HANG TUNG ROADNORTH OF TAT CHEE AVENUE,大坑東道達之路以北,大坑东道达之路以北,22.328198077,114.171990135,"[[""22.328198077"",""114.171990135""],[""22.32819515"",""114.172095852""],[""22.330060901"",""114.172021716""]]"
2D,11,CONCORDIA LUTHERAN SCHOOL,協同中學,协同中学,TAI HANG TUNG ROADNORTH OF TONG YAM STREET,大坑東道棠蔭街以北近,大坑东道棠荫街以北近,22.330064019,114.17192273,"[[""22.330064019"",""114.17192273""],[""22.330060901"",""114.172021716""],[""22.330197722"",""114.172015768""],[""22.330279813"",""114.171996732""],[""22.33038213"",""114.171953902""],[""22.330490395"",""114.171901554""],[""22.330771575"",""114.171724333""],[""22.330959148"",""114.171588654""],[""22.331057897"",""114.171511322""],[""22.331168542"",""114.171410196""],[""22.331231596"",""114.171337621""],[""22.331267289"",""114.171285273""],[""22.331294653"",""114.171248391""],[""22.331314877"",""114.17120913""],[""22.331355328"",""114.17112347""],[""22.33139578"",""114.171037809""],[""22.3314398"",""114.170921215""],[""22.331487388"",""114.170783207""],[""22.331509993"",""114.170698737""],[""22.331521892"",""114.170622593""],[""22.33152546"",""114.170566676""],[""22.331526649"",""114.170466738""],[""22.331536168"",""114.169467366""]]"
2D,12,SHEK KIP MEI  STATION,石硤尾站,石硖尾站,WOH CHAI STREETOPP. TO TAI HANG SAI SUN CHUENMAN LOK HOUSE,窩仔街大坑西新民樂樓對面,窝仔街大坑西新民乐楼对面,22.3314552,114.169457154,"[[""22.3314552"",""114.169457154""],[""22.331536168"",""114.169467366""],[""22.331556393"",""114.168496545""],[""22.3315671"",""114.168415643""],[""22.331582568"",""114.16834069""],[""22.331601603"",""114.168264547""],[""22.331645917"",""114.168155491""],[""22.331684884"",""114.168057535""],[""22.33174556"",""114.167961166""],[""22.331878811"",""114.167777947""],[""22.332090582"",""114.167486464""],[""22.332303544"",""114.167206877""],[""22.33232377"",""114.167131924""],[""22.332468917"",""114.166947516""]]"
2D,13,BLOCK 20 SHEK KIP MEI ESTATE,石硤尾第20座,石硖尾第20座,WOH CHAI STREETO/S SHEK KIP MEI ESTATE BLK 20,窩仔街石硤尾第２０座對出,窝仔街石硖尾第２０座对出,22.33243093,114.166896915,"[[""22.33243093"",""114.166896915""],[""22.332468917"",""114.166947516""],[""22.332565285"",""114.166824973""],[""22.332618822"",""114.166789282""],[""22.332758022"",""114.166608442""],[""22.332878184"",""114.166428794""],[""22.333664596"",""114.165415144""]]"
